0 0.313393 0.00881653
1 0.48107 0.154799
2 0.350241 0.137319
3 0.768869 0.196026
4 0.378761 0.139842
5 0.232565 0.159628
6 0.644085 0.114947
7 0.417269 0.145442
8 0.552892 0.132112
9 0.43302 0.110775
10 0.115867 0.160795
11 0.278745 0.178761
12 0.312592 0.130516
13 0.302892 0.127841
14 0.242886 0.1948
15 0.554127 0.15243
16 0.307301 0.162903
17 0.205968 0.139694
18 0.207158 0.122465
19 0.308352 0.12875
20 0.433113 0.105308
21 0.664821 0.135104
22 0.209734 0.196524
23 0.293233 0.156182
24 0.210515 0.182533
25 0.128144 0.0904928
26 0.414889 0.152325
27 0.582291 0.143274
28 0.421283 0.139358
29 0.349152 0.153899
30 0.431949 0.096779
31 0.276623 0.161107
32 0.336327 0.116137
33 0.369334 0.131096
34 0.511243 0.122975
35 0.217367 0.152342
36 0.245056 0.160036
37 0.324068 0.131775
38 0.411141 0.10647
39 0.428461 0.14332
40 0.363112 0.100995
41 0.487582 0.154766
42 0.254529 0.106928
43 0.130675 0.102604
44 0.415643 0.143608
45 0.25792 0.13893
46 0.366082 0.111946
47 0.509682 0.108753
48 0.361684 0.134166
49 0.366821 0.121873
50 0.425423 0.113724
51 0.257831 0.185933
52 0.318944 0.133233
53 0.507923 0.109533
54 0.373092 0.113449
55 0.347916 0.120513
56 0.487547 0.121068
57 0.279032 0.124854
58 0.560777 0.0931708
59 0.333104 0.130333
60 0.506655 0.0892329
61 0.182651 0.116501
62 0.506925 0.103432
63 0.170657 0.121782
64 0.236549 0.111606
65 0.503428 0.12125
66 0.214613 0.131129
67 0.493823 0.0960028
68 0.381203 0.0915405
69 0.450819 0.0859159
70 0.23262 0.081055
71 0.228905 0.141393
72 0.222351 0.0987862
73 0.295674 0.113826
74 0.356654 0.105929
75 0.141652 0.112547
76 0.300369 0.105675
77 0.202923 0.0914217
78 0.160462 0.120459
79 0.285863 0.0825508
80 0.329928 0.0859774
81 0.343522 0.104241
82 0.270161 0.101138
83 0.263104 0.0764149
84 0.543788 0.0981031
85 0.195776 0.114002
86 0.348801 0.117663
87 0.192527 0.125523
88 0.271066 0.120912
89 0.385786 0.0732627
90 0.308345 0.102408
91 0.337599 0.0999797
92 0.170626 0.09362
93 0.187035 0.111282
94 0.236006 0.0941185
95 0.258542 0.0846657
96 0.369378 0.084158
97 0.450261 0.0963274
98 0.461064 0.0884903
99 0.227523 0.0838388
100 0.36432 0.103774
101 0.447783 0.131076
102 0.418308 0.106974
103 0.235828 0.0963059
104 0.300771 0.115058
105 0.43794 0.111974
106 0.462853 0.0977434
107 0.24752 0.134776
108 0.289957 0.113649
109 0.374647 0.136909
110 0.275914 0.15208
111 0.323486 0.141567
112 0.538852 0.0858149
113 0.417143 0.126119
114 0.334792 0.129298
115 0.360413 0.0897474
116 0.402217 0.108806
117 0.348494 0.126836
118 0.212059 0.12298
119 0.245207 0.15815
120 0.295202 0.102394
121 0.399344 0.115276
122 0.508222 0.109241
123 0.285941 0.0927853
124 0.466727 0.071752
125 0.241948 0.0798211
126 0.528744 0.0921313
127 0.129965 0.0953529
128 0.257535 0.0699666
129 0.495359 0.0975957
130 0.348093 0.0963744
131 0.423405 0.104214
132 0.390228 0.101558
133 0.0883002 0.0838141
134 0.405664 0.0899003
135 0.400979 0.101625
136 0.343585 0.0955803
137 0.149926 0.0952371
138 0.434995 0.0827977
139 0.209777 0.0952032
140 0.275224 0.103301
141 0.457818 0.0987529
142 0.5313 0.0926552
143 0.0480679 0.0913869
144 0.0874169 0.0902195
145 0.362131 0.115183
146 0.135954 0.101168
147 0.242673 0.115271
148 0.0756831 0.06964
149 0.349002 0.101423
150 0.361284 0.0776155
151 0.23908 0.0981182
152 0.170516 0.0851098
153 0.203033 0.0850148
154 0.357702 0.0900862
155 0.424192 0.107676
156 0.2341 0.0967189
157 0.343473 0.0876976
158 0.313934 0.092694
159 0.339018 0.0839473
160 0.297099 0.10747
161 0.269339 0.105973
162 0.164339 0.0824255
163 0.325431 0.111615
164 0.299506 0.084166
165 0.127448 0.119081
166 0.240755 0.111084
167 0.259815 0.0881319
168 0.202959 0.0961992
169 0.212314 0.0614829
170 0.197528 0.094659
171 0.343998 0.0994665
172 0.350434 0.0980985
173 0.376945 0.0540605
174 0.466044 0.0773404
175 0.415394 0.105171
176 0.187098 0.0916958
177 0.201873 0.139995
178 0.208771 0.104228
179 0.250121 0.122824
180 0.341726 0.0924853
181 0.387925 0.0945785
182 0.471129 0.0942746
183 0.375082 0.0886112
184 0.381351 0.10494
185 0.435675 0.121783
186 0.27732 0.107738
187 0.197011 0.109914
188 0.384183 0.130186
189 0.436102 0.08797
190 0.285894 0.15145
191 0.295364 0.0904079
192 0.475856 0.125872
193 0.400803 0.131279
194 0.605114 0.0979509
195 0.463529 0.106362
196 0.515837 0.119017
197 0.390652 0.105054
198 0.369304 0.111225
199 0.222595 0.0949699
200 0.152491 0.0948237
201 0.457989 0.0855708
202 0.306573 0.0997143
203 0.182273 0.101823
204 0.34901 0.111774
205 0.301941 0.0904059
206 0.34804 0.0929596
207 0.306964 0.107037
208 0.212713 0.10346
209 0.4414 0.0858692
210 0.356192 0.0786085
211 0.263826 0.145855
212 0.424675 0.108161
213 0.457043 0.0710091
214 0.307962 0.0934325
215 0.345654 0.0573034
216 0.33422 0.117259
217 0.3154 0.112166
218 0.323737 0.106005
219 0.332153 0.100822
220 0.330337 0.120287
221 0.515935 0.0724915
222 0.41405 0.103847
223 0.28705 0.0707822
224 0.276844 0.131577
225 0.280808 0.106254
226 0.270747 0.076374
227 0.434312 0.0658721
228 0.279572 0.111037
229 0.143407 0.0958157
230 0.227242 0.0889067
231 0.267802 0.101019
232 0.15312 0.08538
233 0.54835 0.094053
234 0.389042 0.13214
235 0.586583 0.127136
236 0.314075 0.131939
237 0.235805 0.116743
238 0.378485 0.1367
239 0.40722 0.105347
240 0.244012 0.129176
241 0.179333 0.142527
242 0.0805816 0.148922
243 0.317478 0.148328
244 0.420551 0.121259
245 0.378609 0.100315
246 0.411468 0.113584
247 0.407886 0.100437
248 0.154887 0.110978
249 0.1775 0.108184
250 0.40575 0.096031
251 0.428632 0.153946
252 0.336416 0.0980591
253 0.417859 0.157958
254 0.146276 0.149062
255 0.329753 0.118327
256 0.266588 0.144649
257 0.293883 0.10876
258 0.224567 0.143206
259 0.347418 0.134227
260 0.396211 0.154658
261 0.428306 0.126365
262 0.468382 0.148216
263 0.360972 0.148181
264 0.346016 0.107179
265 0.410071 0.108643
266 0.373021 0.123698
267 0.49044 0.0926631
268 0.40101 0.108069
269 0.295872 0.158782
270 0.443432 0.163096
271 0.437617 0.123674
272 0.187278 0.124507
273 0.0580106 0.110893
274 0.521964 0.143695
275 0.457524 0.127094
276 0.458174 0.164438
277 0.408256 0.163036
278 0.388775 0.152325
279 0.224853 0.145569
280 0.325637 0.156203
281 0.374169 0.139726
282 0.467371 0.166705
283 0.344601 0.0810101
284 0.0764446 0.129255
285 0.199657 0.137256
286 0.463294 0.136368
287 0.350413 0.151134
288 0.109472 0.161798
289 0.223271 0.136211
290 0.451903 0.173646
291 0.614395 0.172106
292 0.400009 0.203349
293 0.30144 0.191292
294 0.408924 0.163691
295 0.0114592 0.177764
296 0.475008 0.120353
297 0.148914 0.144106
298 0.585057 0.20502
299 0.322642 0.00798031
