1	3.57627e-21	0
2	2.98852e-21	5.87751e-22
3	2.57289e-21	5.36558e-22
4	2.44351e-21	4.00857e-22
5	2.35113e-21	3.23955e-22
6	2.29148e-21	2.71149e-22
7	2.25624e-21	2.31858e-22
8	2.23075e-21	2.02406e-22
9	2.21848e-21	1.78926e-22
10	2.19592e-21	1.6162e-22
1	3.46495e-21	0
2	3.28277e-21	1.82183e-22
3	3.2521e-21	1.09564e-22
4	3.1718e-21	1.11581e-22
5	3.15868e-21	8.74196e-23
6	3.14232e-21	7.32309e-23
7	3.13334e-21	6.25394e-23
8	3.11287e-21	5.7898e-23
9	3.10033e-21	5.25781e-23
10	3.088e-21	4.86185e-23
1	3.70144e-21	0
2	3.72214e-21	2.07024e-23
3	3.7088e-21	1.79095e-23
4	3.71174e-21	1.30012e-23
5	3.70229e-21	1.38154e-23
6	3.65922e-21	4.45193e-23
7	3.62807e-21	4.88479e-23
8	3.6052e-21	4.80865e-23
9	3.60054e-21	4.2664e-23
10	3.58076e-21	4.29816e-23
1	3.67506e-21	0
2	3.6705e-21	4.56008e-24
3	3.6487e-21	2.19617e-23
4	3.63331e-21	2.18598e-23
5	3.60898e-21	2.96455e-23
6	3.60306e-21	2.49191e-23
7	3.59165e-21	2.39501e-23
8	3.58077e-21	2.34233e-23
9	3.56175e-21	2.8082e-23
10	3.56222e-21	2.51217e-23
1	3.61377e-21	0
2	3.68161e-21	6.78328e-23
3	3.76357e-21	9.08409e-23
4	3.77081e-21	6.46409e-23
5	3.83882e-21	8.44516e-23
6	3.85913e-21	7.18832e-23
7	3.84824e-21	6.17209e-23
8	3.84389e-21	5.3628e-23
9	3.8458e-21	4.73339e-23
10	3.8506e-21	4.26075e-23
1	3.91141e-21	0
2	3.88899e-21	2.24198e-23
3	3.85132e-21	3.98394e-23
4	3.87951e-21	3.9855e-23
5	3.866e-21	3.3698e-23
6	3.86343e-21	2.76338e-23
7	3.83815e-21	3.44224e-23
8	3.8402e-21	2.98816e-23
9	3.82679e-21	2.9571e-23
10	3.81648e-21	2.83863e-23
11	3.81326e-21	2.58778e-23
12	3.82165e-21	2.50684e-23
13	3.83079e-21	2.48039e-23
14	3.83423e-21	2.32211e-23
15	3.8355e-21	2.16546e-23
16	3.83414e-21	2.0301e-23
17	3.83471e-21	1.90779e-23
18	3.84362e-21	2.00743e-23
19	3.84453e-21	1.901e-23
20	3.84404e-21	1.8041e-23
21	3.84811e-21	1.76369e-23
22	3.84648e-21	1.68949e-23
23	3.84539e-21	1.6181e-23
24	3.84002e-21	1.63945e-23
25	3.84275e-21	1.59608e-23
26	3.84642e-21	1.57656e-23
27	3.84402e-21	1.53587e-23
28	3.83859e-21	1.57654e-23
29	3.8369e-21	1.53051e-23
30	3.83535e-21	1.48671e-23
31	3.83587e-21	1.43888e-23
32	3.83707e-21	1.39834e-23
33	3.8365e-21	1.3565e-23
34	3.83327e-21	1.35498e-23
35	3.83623e-21	1.34848e-23
36	3.83865e-21	1.33267e-23
37	3.83951e-21	1.299e-23
38	3.836e-21	1.31214e-23
39	3.83628e-21	1.27837e-23
40	3.83831e-21	1.26234e-23
41	3.83774e-21	1.23248e-23
42	3.83708e-21	1.20461e-23
43	3.83732e-21	1.17652e-23
44	3.83843e-21	1.15479e-23
45	3.84025e-21	1.1434e-23
46	3.8412e-21	1.12229e-23
47	3.84114e-21	1.09817e-23
48	3.8389e-21	1.09824e-23
49	3.83793e-21	1.07992e-23
50	3.83814e-21	1.05832e-23
