1	172.685	0
2	144.305	28.3804
3	124.236	25.9085
4	117.989	19.356
5	113.528	15.6427
6	110.648	13.0928
7	108.946	11.1956
8	107.715	9.77347
9	107.123	8.63971
10	106.033	7.80404
1	167.31	0
2	158.513	8.79699
3	157.032	5.29044
4	153.155	5.38787
5	152.522	4.22119
6	151.731	3.53606
7	151.298	3.01981
8	150.31	2.79569
9	149.704	2.53881
10	149.108	2.34762
1	178.729	0
2	179.729	0.999646
3	179.085	0.864788
4	179.227	0.62778
5	178.77	0.667098
6	176.691	2.14968
7	175.187	2.35869
8	174.083	2.32193
9	173.857	2.06009
10	172.902	2.07543
1	177.456	0
2	177.236	0.22019
3	176.183	1.06045
4	175.44	1.05553
5	174.265	1.43148
6	173.979	1.20325
7	173.428	1.15647
8	172.903	1.13103
9	171.984	1.35598
10	172.007	1.21304
1	174.496	0
2	177.772	3.27541
3	181.73	4.38639
4	182.079	3.12128
5	185.363	4.07787
6	186.344	3.47099
7	185.818	2.98029
8	185.608	2.58951
9	185.7	2.28559
10	185.932	2.05737
1	188.868	0
2	187.786	1.08257
3	185.966	1.9237
4	187.328	1.92446
5	186.676	1.62716
6	186.552	1.33434
7	185.331	1.66214
8	185.43	1.44288
9	184.782	1.42788
10	184.284	1.37067
11	184.129	1.24955
12	184.534	1.21046
13	184.975	1.19769
14	185.142	1.12127
15	185.203	1.04562
16	185.137	0.980265
17	185.165	0.921203
18	185.595	0.969315
19	185.639	0.917926
20	185.615	0.871139
21	185.812	0.851622
22	185.733	0.815794
23	185.68	0.781322
24	185.421	0.791633
25	185.553	0.770691
26	185.73	0.761265
27	185.614	0.741619
28	185.352	0.761254
29	185.27	0.739031
30	185.196	0.717878
31	185.221	0.694783
32	185.278	0.675208
33	185.251	0.655007
34	185.095	0.65427
35	185.238	0.651134
36	185.355	0.643499
37	185.396	0.627242
38	185.227	0.633586
39	185.241	0.617278
40	185.338	0.609541
41	185.311	0.595119
42	185.279	0.581664
43	185.291	0.568102
44	185.344	0.557609
45	185.432	0.552106
46	185.478	0.541916
47	185.475	0.530268
48	185.367	0.530303
49	185.32	0.521457
50	185.33	0.511024
