1	-1.04166e-20	0
2	-9.97135e-21	4.45279e-22
3	-9.66773e-21	3.97843e-22
4	-9.57269e-21	2.96939e-22
5	-9.50497e-21	2.39769e-22
6	-9.46145e-21	2.00549e-22
7	-9.43568e-21	1.71443e-22
8	-9.41709e-21	1.49633e-22
9	-9.40816e-21	1.32266e-22
10	-9.39137e-21	1.19487e-22
1	-9.00448e-21	0
2	-8.87426e-21	1.30226e-22
3	-8.85206e-21	7.83936e-23
4	-8.79345e-21	8.06721e-23
5	-8.78485e-21	6.3078e-23
6	-8.77306e-21	5.28337e-23
7	-8.76663e-21	4.51143e-23
8	-8.75143e-21	4.19199e-23
9	-8.74247e-21	3.80399e-23
10	-8.73391e-21	3.5086e-23
1	-8.61192e-21	0
2	-8.62751e-21	1.55906e-23
3	-8.61736e-21	1.35684e-23
4	-8.62041e-21	1.00693e-23
5	-8.61296e-21	1.07901e-23
6	-8.58146e-21	3.27013e-23
7	-8.5578e-21	3.63853e-23
8	-8.54029e-21	3.60469e-23
9	-8.53636e-21	3.20332e-23
10	-8.52161e-21	3.22235e-23
1	-8.3397e-21	0
2	-8.33864e-21	1.06406e-24
3	-8.32395e-21	1.46991e-23
4	-8.31188e-21	1.59299e-23
5	-8.29297e-21	2.25792e-23
6	-8.28777e-21	1.91549e-23
7	-8.27908e-21	1.83729e-23
8	-8.27103e-21	1.78334e-23
9	-8.25784e-21	2.05288e-23
10	-8.25857e-21	1.83762e-23
1	-8.10016e-21	0
2	-8.1511e-21	5.09402e-23
3	-8.21091e-21	6.66446e-23
4	-8.21656e-21	4.74623e-23
5	-8.26668e-21	6.21575e-23
6	-8.28091e-21	5.27085e-23
7	-8.27298e-21	4.52466e-23
8	-8.26944e-21	3.93442e-23
9	-8.27124e-21	3.47452e-23
10	-8.27503e-21	3.13065e-23
1	-8.32791e-21	0
2	-8.3101e-21	1.78106e-23
3	-8.28056e-21	3.12799e-23
4	-8.30107e-21	3.01599e-23
5	-8.29115e-21	2.538e-23
6	-8.28862e-21	2.08767e-23
7	-8.2697e-21	2.58705e-23
8	-8.27116e-21	2.24524e-23
9	-8.26156e-21	2.20053e-23
10	-8.25438e-21	2.09523e-23
11	-8.2521e-21	1.9088e-23
12	-8.25841e-21	1.85327e-23
13	-8.26549e-21	1.84577e-23
14	-8.26794e-21	1.72633e-23
15	-8.26895e-21	1.6103e-23
16	-8.26803e-21	1.50913e-23
17	-8.26823e-21	1.41773e-23
18	-8.27476e-21	1.48748e-23
19	-8.27571e-21	1.41026e-23
20	-8.27518e-21	1.33896e-23
21	-8.27825e-21	1.31009e-23
22	-8.27699e-21	1.25548e-23
23	-8.2761e-21	1.20289e-23
24	-8.27222e-21	1.21547e-23
25	-8.27432e-21	1.18455e-23
26	-8.27714e-21	1.17272e-23
27	-8.27523e-21	1.14461e-23
28	-8.27125e-21	1.1726e-23
29	-8.26995e-21	1.13887e-23
30	-8.26867e-21	1.10761e-23
31	-8.2691e-21	1.07212e-23
32	-8.26999e-21	1.04193e-23
33	-8.26952e-21	1.01099e-23
34	-8.26715e-21	1.00903e-23
35	-8.26941e-21	1.00564e-23
36	-8.27124e-21	9.94226e-24
37	-8.27194e-21	9.69507e-24
38	-8.26927e-21	9.80488e-24
39	-8.26944e-21	9.55167e-24
40	-8.27088e-21	9.41958e-24
41	-8.2705e-21	9.19493e-24
42	-8.27005e-21	8.98461e-24
43	-8.27023e-21	8.77509e-24
44	-8.27096e-21	8.60417e-24
45	-8.27225e-21	8.5101e-24
46	-8.27294e-21	8.35132e-24
47	-8.27292e-21	8.17173e-24
48	-8.27122e-21	8.17741e-24
49	-8.2705e-21	8.04097e-24
50	-8.27065e-21	7.87981e-24
