0.825255	0.508597
0.858592	0.619941
0.889694	0.722788
0.92931	0.545522
0.958527	0.383267
0.804561	0.293537
0.726363	0.220884
0.633888	0.0205348
0.452784	0.206754
0.307683	0.140117
0.262147	0.232783
0.184425	0.312661
0.129637	0.378123
0.0444552	0.276199
0.049032	0.383709
0.0185781	0.552739
0.0575448	0.934694
0.261798	0.616227
0.410283	0.456956
0.424919	0.407574
0.424763	0.540966
0.455404	0.663306
0.404925	0.704186
0.462292	0.762974
0.400886	0.898359
0.522422	0.887915
0.712624	0.892891
0.544249	0.817669
0.643866	0.610442
0.651998	0.374307
