1	-1.49429e-20	0
2	-1.49194e-20	2.35672e-23
3	-1.49117e-20	1.56058e-23
4	-1.49066e-20	1.21648e-23
5	-1.49038e-20	9.83149e-24
6	-1.49031e-20	8.05641e-24
7	-1.49039e-20	6.84747e-24
8	-1.4905e-20	6.0408e-24
9	-1.49052e-20	5.33063e-24
10	-1.49039e-20	4.92872e-24
1	-1.33247e-20	0
2	-1.33301e-20	5.41417e-24
3	-1.33331e-20	4.35851e-24
4	-1.33346e-20	3.41158e-24
5	-1.33337e-20	2.77169e-24
6	-1.33341e-20	2.28801e-24
7	-1.3335e-20	2.12084e-24
8	-1.33359e-20	2.04969e-24
9	-1.33374e-20	2.38455e-24
10	-1.33382e-20	2.26174e-24
1	-1.28219e-20	0
2	-1.2818e-20	3.90045e-24
3	-1.28155e-20	3.36209e-24
4	-1.28196e-20	4.74765e-24
5	-1.28191e-20	3.70699e-24
6	-1.282e-20	3.1562e-24
7	-1.28198e-20	2.67744e-24
8	-1.28208e-20	2.53115e-24
9	-1.2822e-20	2.52573e-24
10	-1.28216e-20	2.29099e-24
1	-1.24921e-20	0
2	-1.24883e-20	3.8276e-24
3	-1.24867e-20	2.72352e-24
4	-1.24869e-20	1.94116e-24
5	-1.24896e-20	3.06289e-24
6	-1.24897e-20	2.50524e-24
7	-1.24899e-20	2.12255e-24
8	-1.24896e-20	1.85361e-24
9	-1.24895e-20	1.64107e-24
10	-1.24889e-20	1.57764e-24
1	-1.21973e-20	0
2	-1.21954e-20	1.86976e-24
3	-1.21969e-20	1.84185e-24
4	-1.21957e-20	1.82071e-24
5	-1.21967e-20	1.7373e-24
6	-1.21962e-20	1.49767e-24
7	-1.21957e-20	1.35237e-24
8	-1.21957e-20	1.17122e-24
9	-1.2196e-20	1.06486e-24
10	-1.21964e-20	1.03039e-24
1	-1.23154e-20	0
2	-1.23155e-20	1.30342e-25
3	-1.23156e-20	1.33586e-25
4	-1.23154e-20	2.08577e-25
5	-1.23161e-20	6.94872e-25
6	-1.23165e-20	6.6797e-25
7	-1.23165e-20	5.64618e-25
8	-1.23162e-20	5.3966e-25
9	-1.23163e-20	4.79289e-25
10	-1.23162e-20	4.3792e-25
11	-1.23161e-20	4.20864e-25
12	-1.23164e-20	4.81923e-25
13	-1.23164e-20	4.4584e-25
14	-1.23164e-20	4.12978e-25
15	-1.23164e-20	3.8474e-25
16	-1.23165e-20	3.71048e-25
17	-1.23167e-20	3.90165e-25
18	-1.23166e-20	3.80092e-25
19	-1.23166e-20	3.60796e-25
20	-1.23166e-20	3.42907e-25
21	-1.23164e-20	3.60952e-25
22	-1.23164e-20	3.44884e-25
23	-1.23164e-20	3.29608e-25
24	-1.23164e-20	3.15842e-25
25	-1.23164e-20	3.04714e-25
26	-1.23163e-20	3.07932e-25
27	-1.23162e-20	3.02862e-25
28	-1.23163e-20	2.97679e-25
29	-1.23163e-20	2.90905e-25
30	-1.23163e-20	2.82265e-25
31	-1.23163e-20	2.73012e-25
32	-1.23163e-20	2.69896e-25
33	-1.23162e-20	2.65969e-25
34	-1.23163e-20	2.67425e-25
35	-1.23164e-20	2.66072e-25
36	-1.23164e-20	2.59293e-25
37	-1.23163e-20	2.52397e-25
38	-1.23164e-20	2.46464e-25
39	-1.23164e-20	2.41935e-25
40	-1.23164e-20	2.37105e-25
41	-1.23164e-20	2.36596e-25
42	-1.23163e-20	2.35123e-25
43	-1.23164e-20	2.32719e-25
44	-1.23163e-20	2.30553e-25
45	-1.23163e-20	2.26019e-25
46	-1.23164e-20	2.23794e-25
47	-1.23163e-20	2.21522e-25
48	-1.23163e-20	2.18335e-25
49	-1.23163e-20	2.14644e-25
50	-1.23163e-20	2.12755e-25
