0	36.712
1	33.8351
2	34.4607
3	33.8221
4	33.2463
5	31.3615
6	29.7265
7	24.1579
8	24.1579
9	24.1579
10	23.2372
11	24.4609
12	23.2372
13	23.2372
14	23.4032
15	23.2372
16	23.729
17	23.5804
18	23.2372
19	23.5208
20	23.5208
21	24.4126
22	23.7208
23	21.9511
24	21.5635
25	21.5635
26	21.5635
27	19.3464
28	19.3464
29	19.3464
30	19.414
31	19.3464
32	21.0464
33	19.3464
34	20.0126
35	20.9224
36	20.9224
37	19.3464
38	19.1822
39	19.1822
40	19.1822
41	17.7167
42	17.7167
43	17.7167
44	17.7167
45	17.9566
46	17.9566
47	17.9566
48	14.745
49	14.745
50	14.745
51	14.745
52	14.745
53	14.745
54	14.745
55	14.9517
56	15.4107
57	15.4107
58	14.4811
59	14.4811
60	14.4811
61	14.4811
62	14.0953
63	13.215
64	13.0632
65	12.4063
66	13.0632
67	12.4063
68	12.4063
69	12.4063
70	12.4063
71	12.4063
72	12.9377
73	12.4063
74	11.7691
75	11.7691
76	11.8957
77	11.6564
78	12.0341
79	11.8957
80	11.3969
81	11.3969
82	12.0341
83	12.0341
84	11.3969
85	11.7073
86	11.3969
87	11.3969
88	11.2178
89	11.855
90	12.0053
91	11.2178
92	11.2178
93	11.855
94	11.2178
95	11.2178
96	11.2178
97	11.5108
98	10.1823
99	10.1823
100	10.1823
101	10.1607
102	10.1823
103	10.1607
104	11.0842
105	10.1607
106	9.93183
107	9.93183
108	9.93183
109	9.93183
110	9.93183
111	9.93183
112	9.71631
113	10.1909
114	9.61888
115	8.97683
116	8.97683
117	8.97683
118	8.74204
119	8.97683
120	8.52984
121	8.39062
122	8.39062
123	8.39062
124	8.39062
125	8.37998
126	8.11743
127	7.03274
128	8.33681
129	8.33681
130	8.33681
131	7.03274
132	7.03274
133	7.03274
134	8.39062
135	7.47132
136	5.60972
137	5.60972
138	5.60972
139	5.60468
140	5.60972
141	5.60468
142	5.52309
143	5.52309
144	5.36131
145	5.52309
146	4.6919
147	4.6919
148	4.6919
149	4.6919
150	4.97655
151	4.97655
152	5.7153
153	4.27551
154	4.16287
155	4.16287
156	4.16287
157	4.06696
158	4.06696
159	4.04097
160	4.05302
161	4.05302
162	4.04097
163	4.13505
164	4.13505
165	4.13505
166	4.13655
167	4.13582
168	4.04097
169	4.04097
170	4.04097
171	4.13655
172	4.58111
173	4.04097
174	4.04097
175	4.27593
176	4.54372
177	4.81127
178	4.04097
179	4.66485
180	4.68417
181	4.04097
182	4.49592
183	4.04097
184	4.04097
185	4.04097
186	4.04097
187	4.04097
188	4.4605
189	4.04097
190	4.06514
191	4.06514
192	3.88914
193	3.8979
194	3.68956
195	3.89531
196	3.91748
197	3.89543
198	3.89531
199	3.68956
200	3.69716
201	3.67955
202	3.67955
203	3.67955
204	3.67955
205	3.67955
206	3.67955
207	3.7069
208	3.68939
209	3.68219
210	3.68613
211	3.68613
212	3.55025
213	3.61175
214	3.68613
215	3.55025
216	3.06968
217	3.06968
218	3.06968
219	3.13117
220	3.06968
221	3.06968
222	3.06968
223	3.06968
224	3.0774
225	3.06968
226	3.06968
227	3.06968
228	3.06968
229	3.06968
230	3.06968
231	3.06968
232	3.06968
233	3.06968
234	3.06318
235	3.06318
236	3.06318
237	3.06968
238	3.06968
239	3.06968
240	3.06968
241	3.01599
242	3.01599
243	3.01599
244	3.01599
245	2.74769
246	2.80817
247	2.80817
248	2.74769
249	2.75447
250	2.80477
251	2.74769
252	2.71947
253	2.74769
254	2.69399
255	2.69399
256	2.69399
257	2.69399
258	2.69399
259	2.69399
260	2.69399
261	2.69399
262	2.69399
263	2.69399
264	2.71947
265	2.69399
266	2.69399
267	2.69399
268	2.69399
269	2.69399
270	2.7122
271	2.7122
272	2.69399
273	2.69399
274	2.71947
275	2.73399
276	2.71871
277	2.69399
278	2.69399
279	2.69399
280	2.73399
281	2.71871
282	2.73399
283	2.71871
284	2.69399
285	2.69399
286	2.69399
287	2.69399
288	2.74678
289	2.69399
290	2.69399
291	2.69399
292	2.69399
293	2.69399
294	2.69399
295	2.69399
296	2.69399
297	2.69399
298	2.67697
299	2.67697
300	2.59857
301	2.62833
302	2.59857
303	2.59857
304	2.59857
305	2.59857
306	2.59857
307	2.59857
308	2.56697
309	2.56697
310	2.59857
311	2.56697
312	2.5662
313	2.5662
314	2.5662
315	2.5662
316	2.56697
317	2.58149
318	2.5662
319	2.5662
320	2.62833
321	2.5662
322	2.5662
323	2.5662
324	2.5662
325	2.59428
326	2.59428
327	2.5662
328	2.5662
329	2.5662
330	2.5662
331	2.59428
332	2.59428
333	2.59428
334	2.59857
335	2.5662
336	2.5662
337	2.54149
338	2.54149
339	2.54149
340	2.59428
341	2.54149
342	2.54149
343	2.56697
344	2.56697
345	2.56697
346	2.56697
347	2.56697
348	2.54149
349	2.54149
350	2.54149
351	2.54149
352	2.54149
353	2.54149
354	2.54149
355	2.56697
356	2.56697
357	2.56697
358	2.56697
359	2.54149
360	2.56697
361	2.54149
362	2.56697
363	2.54149
364	2.54149
365	2.54149
366	2.54149
367	2.54149
368	2.54149
369	2.54149
370	2.54149
371	2.54149
372	2.54149
373	2.54149
374	2.54149
375	2.54149
376	2.54149
