1000,0.484408,0
2000,0.492301,0.0078927
3000,0.494237,0.00495123
4000,0.496506,0.00417206
5000,0.498653,0.00387968
6000,0.4982,0.0032
7000,0.499578,0.00303523
8000,0.50043,0.00276344
9000,0.501557,0.00268502
10000,0.500258,0.00273018
11000,0.501206,0.00264504
12000,0.499704,0.00284361
13000,0.49882,0.002761
14000,0.500069,0.00284491
15000,0.499813,0.00266083
16000,0.499748,0.00248982
17000,0.499345,0.00237321
18000,0.498522,0.00238405
19000,0.497521,0.00246753
20000,0.496673,0.0024896
21000,0.496922,0.00238113
22000,0.4985,0.00276473
23000,0.498992,0.00268722
24000,0.499254,0.00258613
25000,0.499334,0.00248182
26000,0.499874,0.00244474
27000,0.500265,0.00238469
28000,0.50053,0.00231323
29000,0.500432,0.00223421
30000,0.500546,0.00216149
31000,0.500645,0.00209293
32000,0.501218,0.00210604
33000,0.50109,0.00204526
34000,0.501303,0.00199564
35000,0.501423,0.0019415
36000,0.50107,0.0019196
37000,0.500967,0.00186985
38000,0.50087,0.00182253
39000,0.500837,0.00177549
40000,0.500599,0.00174692
41000,0.500842,0.00172103
42000,0.500666,0.0016887
43000,0.500712,0.00164959
44000,0.500749,0.0016121
45000,0.500407,0.00161255
46000,0.500448,0.00157764
47000,0.500321,0.00154897
48000,0.500429,0.00152023
49000,0.50047,0.00148944
50000,0.500764,0.00148859
51000,0.500518,0.00147965
52000,0.500831,0.00148439
53000,0.500731,0.00145957
54000,0.500477,0.00145464
55000,0.500839,0.00147306
56000,0.500606,0.00146514
57000,0.500272,0.00147737
58000,0.500284,0.00145172
59000,0.500298,0.00142697
60000,0.500547,0.00142501
61000,0.5005,0.00140224
62000,0.500461,0.00137999
63000,0.500433,0.00135821
64000,0.500373,0.00133815
65000,0.500481,0.00132186
66000,0.500282,0.00131694
67000,0.500203,0.00129951
68000,0.500284,0.00128284
69000,0.500093,0.00127854
70000,0.500026,0.00126192
71000,0.49999,0.00124454
72000,0.499763,0.00124794
73000,0.499593,0.00124243
74000,0.499614,0.00122571
75000,0.499626,0.00120932
76000,0.499601,0.00119356
77000,0.499615,0.00117805
78000,0.499656,0.00116356
79000,0.49963,0.00114904
80000,0.499615,0.00113468
81000,0.499639,0.00112084
82000,0.499777,0.00111563
83000,0.49993,0.0011127
84000,0.499693,0.00112474
85000,0.499725,0.0011119
86000,0.499713,0.00109896
87000,0.499856,0.00109558
88000,0.499927,0.00108542
89000,0.500094,0.00108598
90000,0.499903,0.0010907
91000,0.500016,0.00108452
92000,0.50005,0.00107323
93000,0.500063,0.00106171
94000,0.500127,0.00105229
95000,0.500065,0.00104302
96000,0.500014,0.00103335
97000,0.500012,0.00102264
98000,0.500105,0.00101643
99000,0.500109,0.00100612
100000,0.500076,0.000996553
