1,1,-nan
2,1.41727,0.00785102
3,1.73641,0.0121072
4,2.00963,0.0158122
5,2.23532,0.0171853
6,2.45014,0.0187537
7,2.65363,0.0209077
8,2.83366,0.0223037
9,2.99995,0.0231849
10,3.16549,0.023219
11,3.31561,0.0251938
12,3.46894,0.026745
13,3.61073,0.0265989
14,3.73347,0.026117
15,3.86199,0.0276976
16,3.99469,0.0291965
17,4.12495,0.0292998
18,4.24208,0.0295975
19,4.35681,0.0306405
20,4.47122,0.0311473
21,4.58342,0.0331217
22,4.70074,0.0341273
23,4.81318,0.0354201
24,4.91493,0.0364082
25,5.02131,0.037399
26,5.12178,0.0382028
27,5.21309,0.0412356
28,5.31042,0.0406533
29,5.40788,0.0389618
30,5.50866,0.0401717
31,5.59157,0.0411785
32,5.68496,0.0418922
33,5.77987,0.0420251
34,5.87284,0.0443972
35,5.95389,0.0457006
36,6.03449,0.0458442
37,6.10909,0.0464898
38,6.18837,0.0490478
39,6.26838,0.0496338
40,6.35902,0.051976
41,6.44644,0.0532065
42,6.51309,0.0536457
43,6.5884,0.0576982
44,6.66657,0.0587185
45,6.74335,0.0606695
46,6.81361,0.0611986
47,6.89336,0.0608558
48,6.97244,0.0616876
49,7.03404,0.0637561
50,7.10507,0.0647499
51,7.1728,0.0632334
52,7.238,0.0626689
53,7.3184,0.0636829
54,7.39029,0.0671652
55,7.45373,0.067696
56,7.52348,0.0677797
57,7.58701,0.0694249
58,7.65541,0.0689988
59,7.7305,0.0695179
60,7.78764,0.0702907
61,7.84885,0.0698963
62,7.90208,0.0706851
63,7.96092,0.068731
64,8.02676,0.0687179
65,8.08518,0.0696325
66,8.15181,0.070684
67,8.21947,0.0706026
68,8.2818,0.0707188
69,8.33612,0.0717824
70,8.40138,0.0723991
71,8.45294,0.0730637
72,8.52638,0.073024
73,8.58784,0.0745889
74,8.64951,0.0749469
75,8.69831,0.0756414
76,8.75129,0.0743641
77,8.81666,0.0731359
78,8.87237,0.0732672
79,8.92818,0.0752825
80,8.97799,0.0768034
81,9.04639,0.075435
82,9.10443,0.0756871
83,9.14965,0.0756454
84,9.20756,0.0746713
85,9.27386,0.0749238
86,9.32634,0.0751311
87,9.38113,0.074398
88,9.43394,0.0758408
89,9.48131,0.0766888
90,9.53357,0.0791824
91,9.57691,0.0796201
92,9.63291,0.0779073
93,9.68224,0.0788476
94,9.73704,0.0785495
95,9.78963,0.0787865
96,9.84369,0.0792332
97,9.88539,0.0799027
98,9.927,0.0803387
99,9.97769,0.0819644
100,10.0262,0.0820695
