1	44.6576
2	64.3169
3	60.186
4	61.7391
5	41.6839
6	46.4715
7	47.8433
8	56.5058
9	51.9181
10	41.5187
11	46.8572
12	35.1185
13	48.9323
14	35.7276
15	46.9174
16	47.0061
17	36.9564
18	22.7332
19	32.4094
20	36.5288
21	27.1014
22	17.0359
23	24.0969
24	25.9628
25	22.3978
26	14.9154
27	25.2605
28	20.0645
29	11.9898
30	17.3526
31	14.6692
32	9.77754
33	6.9709
34	9.02457
35	5.07107
36	8.80214
37	5.13998
38	5.36609
39	5.8575
40	3.82934
41	4.85861
42	4.70071
43	3.35855
44	3.7194
45	3.54087
46	3.30459
47	3.39286
48	2.7367
49	2.87235
50	2.85054
51	2.75064
52	2.95057
53	2.59673
54	2.71627
55	2.82184
56	2.61405
57	2.56874
58	2.70003
59	2.55913
60	2.52466
61	2.57881
62	2.72061
63	2.52142
64	2.52935
65	2.52142
66	2.52142
67	2.52142
68	2.52658
69	2.52935
70	2.51951
71	2.51951
72	2.52466
73	2.51951
74	2.51951
75	2.51951
76	2.53127
77	2.52466
78	2.53127
79	2.51951
80	2.51951
81	2.51951
82	2.51951
83	2.51951
84	2.51951
85	2.51951
86	2.51951
87	2.51951
88	2.52142
89	2.52142
90	2.52142
91	2.51951
92	2.51951
93	2.51951
94	2.52142
95	2.51951
96	2.51951
97	2.51951
98	2.51951
99	2.51951
100	2.51951
